asset_id,ethnicity_line,season,page_number,page_title,asset_type,template_id,base_filename,source_file_name,line_art_file_name,png_file_name,vector_file_name,pdf_book_file_name,cover_file_name,preview_file_name,folder_path,status,version,license_or_rights_check,notes
AA-SPR-12,African American,Spring,12,Reading Nook Reset,Interior page,TPL-04,AA_SPR_12_Reading-Nook-Reset,AA_SPR_12_Reading-Nook-Reset_SOURCE,AA_SPR_12_Reading-Nook-Reset_LINEART,AA_SPR_12_Reading-Nook-Reset_300DPI.png,AA_SPR_12_Reading-Nook-Reset.svg,AA_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/African-American/Spring/Interior-Pages/,Not Started,v01,Pending,
AA-SPR-13,African American,Spring,13,Flowers and Freedom,Interior page,TPL-05,AA_SPR_13_Flowers-and-Freedom,AA_SPR_13_Flowers-and-Freedom_SOURCE,AA_SPR_13_Flowers-and-Freedom_LINEART,AA_SPR_13_Flowers-and-Freedom_300DPI.png,AA_SPR_13_Flowers-and-Freedom.svg,AA_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/African-American/Spring/Interior-Pages/,Not Started,v01,Pending,
AA-SPR-14,African American,Spring,14,I Am Allowed to Begin Again,Quote page,TPL-03,AA_SPR_14_I-Am-Allowed-to-Begin-Again,AA_SPR_14_I-Am-Allowed-to-Begin-Again_SOURCE,AA_SPR_14_I-Am-Allowed-to-Begin-Again_LINEART,AA_SPR_14_I-Am-Allowed-to-Begin-Again_300DPI.png,AA_SPR_14_I-Am-Allowed-to-Begin-Again.svg,AA_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/African-American/Spring/Interior-Pages/,Not Started,v01,Pending,Keep border art and editable quote text in separate source layers.
AA-SPR-15,African American,Spring,15,Fresh Air and Grace,Interior page,TPL-08,AA_SPR_15_Fresh-Air-and-Grace,AA_SPR_15_Fresh-Air-and-Grace_SOURCE,AA_SPR_15_Fresh-Air-and-Grace_LINEART,AA_SPR_15_Fresh-Air-and-Grace_300DPI.png,AA_SPR_15_Fresh-Air-and-Grace.svg,AA_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/African-American/Spring/Interior-Pages/,Not Started,v01,Pending,
HSP-SPR-01,Hispanic,Spring,01,Primavera de Sanación,Interior page,TPL-01,HSP_SPR_01_Primavera-de-Sanacion,HSP_SPR_01_Primavera-de-Sanacion_SOURCE,HSP_SPR_01_Primavera-de-Sanacion_LINEART,HSP_SPR_01_Primavera-de-Sanacion_300DPI.png,HSP_SPR_01_Primavera-de-Sanacion.svg,HSP_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Hispanic/Spring/Interior-Pages/,Not Started,v01,Pending,Use unaccented characters in file names for maximum compatibility.
HSP-SPR-02,Hispanic,Spring,02,Camino de Esperanza,Interior page,TPL-06,HSP_SPR_02_Camino-de-Esperanza,HSP_SPR_02_Camino-de-Esperanza_SOURCE,HSP_SPR_02_Camino-de-Esperanza_LINEART,HSP_SPR_02_Camino-de-Esperanza_300DPI.png,HSP_SPR_02_Camino-de-Esperanza.svg,HSP_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Hispanic/Spring/Interior-Pages/,Not Started,v01,Pending,
HSP-SPR-03,Hispanic,Spring,03,Crecer en Calma,Interior page,TPL-08,HSP_SPR_03_Crecer-en-Calma,HSP_SPR_03_Crecer-en-Calma_SOURCE,HSP_SPR_03_Crecer-en-Calma_LINEART,HSP_SPR_03_Crecer-en-Calma_300DPI.png,HSP_SPR_03_Crecer-en-Calma.svg,HSP_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Hispanic/Spring/Interior-Pages/,Not Started,v01,Pending,
HSP-SPR-04,Hispanic,Spring,04,Círculo de Apoyo,Interior page,TPL-02,HSP_SPR_04_Circulo-de-Apoyo,HSP_SPR_04_Circulo-de-Apoyo_SOURCE,HSP_SPR_04_Circulo-de-Apoyo_LINEART,HSP_SPR_04_Circulo-de-Apoyo_300DPI.png,HSP_SPR_04_Circulo-de-Apoyo.svg,HSP_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Hispanic/Spring/Interior-Pages/,Not Started,v01,Pending,
HSP-SPR-05,Hispanic,Spring,05,Un Día a la Vez,Quote page,TPL-03,HSP_SPR_05_Un-Dia-a-la-Vez,HSP_SPR_05_Un-Dia-a-la-Vez_SOURCE,HSP_SPR_05_Un-Dia-a-la-Vez_LINEART,HSP_SPR_05_Un-Dia-a-la-Vez_300DPI.png,HSP_SPR_05_Un-Dia-a-la-Vez.svg,HSP_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Hispanic/Spring/Interior-Pages/,Not Started,v01,Pending,Use unaccented characters in file names; keep final Spanish text on editable layer.
HSP-SPR-06,Hispanic,Spring,06,Conversación en el Patio,Interior page,TPL-07,HSP_SPR_06_Conversacion-en-el-Patio,HSP_SPR_06_Conversacion-en-el-Patio_SOURCE,HSP_SPR_06_Conversacion-en-el-Patio_LINEART,HSP_SPR_06_Conversacion-en-el-Patio_300DPI.png,HSP_SPR_06_Conversacion-en-el-Patio.svg,HSP_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Hispanic/Spring/Interior-Pages/,Not Started,v01,Pending,Use unaccented characters in file names for maximum compatibility.
HSP-SPR-07,Hispanic,Spring,07,Rincón de Descanso,Interior page,TPL-04,HSP_SPR_07_Rincon-de-Descanso,HSP_SPR_07_Rincon-de-Descanso_SOURCE,HSP_SPR_07_Rincon-de-Descanso_LINEART,HSP_SPR_07_Rincon-de-Descanso_300DPI.png,HSP_SPR_07_Rincon-de-Descanso.svg,HSP_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Hispanic/Spring/Interior-Pages/,Not Started,v01,Pending,Use unaccented characters in file names for maximum compatibility.
HSP-SPR-08,Hispanic,Spring,08,Símbolos de Esperanza,Interior page,TPL-05,HSP_SPR_08_Simbolos-de-Esperanza,HSP_SPR_08_Simbolos-de-Esperanza_SOURCE,HSP_SPR_08_Simbolos-de-Esperanza_LINEART,HSP_SPR_08_Simbolos-de-Esperanza_300DPI.png,HSP_SPR_08_Simbolos-de-Esperanza.svg,HSP_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Hispanic/Spring/Interior-Pages/,Not Started,v01,Pending,Use unaccented characters in file names for maximum compatibility.
HSP-SPR-09,Hispanic,Spring,09,Mi Paz Importa,Quote page,TPL-03,HSP_SPR_09_Mi-Paz-Importa,HSP_SPR_09_Mi-Paz-Importa_SOURCE,HSP_SPR_09_Mi-Paz-Importa_LINEART,HSP_SPR_09_Mi-Paz-Importa_300DPI.png,HSP_SPR_09_Mi-Paz-Importa.svg,HSP_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Hispanic/Spring/Interior-Pages/,Not Started,v01,Pending,Use unaccented characters in file names; keep final Spanish text on editable layer.
HSP-SPR-10,Hispanic,Spring,10,Reflexión Junto a la Lluvia,Interior page,TPL-01,HSP_SPR_10_Reflexion-Junto-a-la-Lluvia,HSP_SPR_10_Reflexion-Junto-a-la-Lluvia_SOURCE,HSP_SPR_10_Reflexion-Junto-a-la-Lluvia_LINEART,HSP_SPR_10_Reflexion-Junto-a-la-Lluvia_300DPI.png,HSP_SPR_10_Reflexion-Junto-a-la-Lluvia.svg,HSP_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Hispanic/Spring/Interior-Pages/,Not Started,v01,Pending,Use unaccented characters in file names for maximum compatibility.
HSP-SPR-11,Hispanic,Spring,11,Ánimo en Comunidad,Interior page,TPL-02,HSP_SPR_11_Animo-en-Comunidad,HSP_SPR_11_Animo-en-Comunidad_SOURCE,HSP_SPR_11_Animo-en-Comunidad_LINEART,HSP_SPR_11_Animo-en-Comunidad_300DPI.png,HSP_SPR_11_Animo-en-Comunidad.svg,HSP_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Hispanic/Spring/Interior-Pages/,Not Started,v01,Pending,Use unaccented characters in file names for maximum compatibility.
HSP-SPR-12,Hispanic,Spring,12,Rincón para Leer,Interior page,TPL-04,HSP_SPR_12_Rincon-para-Leer,HSP_SPR_12_Rincon-para-Leer_SOURCE,HSP_SPR_12_Rincon-para-Leer_LINEART,HSP_SPR_12_Rincon-para-Leer_300DPI.png,HSP_SPR_12_Rincon-para-Leer.svg,HSP_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Hispanic/Spring/Interior-Pages/,Not Started,v01,Pending,Use unaccented characters in file names for maximum compatibility.
HSP-SPR-13,Hispanic,Spring,13,Flores y Libertad,Interior page,TPL-05,HSP_SPR_13_Flores-y-Libertad,HSP_SPR_13_Flores-y-Libertad_SOURCE,HSP_SPR_13_Flores-y-Libertad_LINEART,HSP_SPR_13_Flores-y-Libertad_300DPI.png,HSP_SPR_13_Flores-y-Libertad.svg,HSP_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Hispanic/Spring/Interior-Pages/,Not Started,v01,Pending,
HSP-SPR-14,Hispanic,Spring,14,Estoy Creciendo con Esperanza,Quote page,TPL-03,HSP_SPR_14_Estoy-Creciendo-con-Esperanza,HSP_SPR_14_Estoy-Creciendo-con-Esperanza_SOURCE,HSP_SPR_14_Estoy-Creciendo-con-Esperanza_LINEART,HSP_SPR_14_Estoy-Creciendo-con-Esperanza_300DPI.png,HSP_SPR_14_Estoy-Creciendo-con-Esperanza.svg,HSP_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Hispanic/Spring/Interior-Pages/,Not Started,v01,Pending,Use unaccented characters in file names; keep final Spanish text on editable layer.
HSP-SPR-15,Hispanic,Spring,15,Aire Fresco y Calma,Interior page,TPL-08,HSP_SPR_15_Aire-Fresco-y-Calma,HSP_SPR_15_Aire-Fresco-y-Calma_SOURCE,HSP_SPR_15_Aire-Fresco-y-Calma_LINEART,HSP_SPR_15_Aire-Fresco-y-Calma_300DPI.png,HSP_SPR_15_Aire-Fresco-y-Calma.svg,HSP_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Hispanic/Spring/Interior-Pages/,Not Started,v01,Pending,
MUL-SPR-01,Multiracial,Spring,01,New Beginnings,Interior page,TPL-01,MUL_SPR_01_New-Beginnings,MUL_SPR_01_New-Beginnings_SOURCE,MUL_SPR_01_New-Beginnings_LINEART,MUL_SPR_01_New-Beginnings_300DPI.png,MUL_SPR_01_New-Beginnings.svg,MUL_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Multiracial/Spring/Interior-Pages/,Not Started,v01,Pending,
MUL-SPR-02,Multiracial,Spring,02,Path Toward Peace,Interior page,TPL-06,MUL_SPR_02_Path-Toward-Peace,MUL_SPR_02_Path-Toward-Peace_SOURCE,MUL_SPR_02_Path-Toward-Peace_LINEART,MUL_SPR_02_Path-Toward-Peace_300DPI.png,MUL_SPR_02_Path-Toward-Peace.svg,MUL_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Multiracial/Spring/Interior-Pages/,Not Started,v01,Pending,
MUL-SPR-03,Multiracial,Spring,03,Safe to Grow,Interior page,TPL-08,MUL_SPR_03_Safe-to-Grow,MUL_SPR_03_Safe-to-Grow_SOURCE,MUL_SPR_03_Safe-to-Grow_LINEART,MUL_SPR_03_Safe-to-Grow_300DPI.png,MUL_SPR_03_Safe-to-Grow.svg,MUL_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Multiracial/Spring/Interior-Pages/,Not Started,v01,Pending,
MUL-SPR-04,Multiracial,Spring,04,Healing Has Many Faces,Interior page,TPL-02,MUL_SPR_04_Healing-Has-Many-Faces,MUL_SPR_04_Healing-Has-Many-Faces_SOURCE,MUL_SPR_04_Healing-Has-Many-Faces_LINEART,MUL_SPR_04_Healing-Has-Many-Faces_300DPI.png,MUL_SPR_04_Healing-Has-Many-Faces.svg,MUL_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Multiracial/Spring/Interior-Pages/,Not Started,v01,Pending,
MUL-SPR-05,Multiracial,Spring,05,New Beginnings Belong to Me,Quote page,TPL-03,MUL_SPR_05_New-Beginnings-Belong-to-Me,MUL_SPR_05_New-Beginnings-Belong-to-Me_SOURCE,MUL_SPR_05_New-Beginnings-Belong-to-Me_LINEART,MUL_SPR_05_New-Beginnings-Belong-to-Me_300DPI.png,MUL_SPR_05_New-Beginnings-Belong-to-Me.svg,MUL_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Multiracial/Spring/Interior-Pages/,Not Started,v01,Pending,Keep border art and editable quote text in separate source layers.
MUL-SPR-06,Multiracial,Spring,06,Conversation and Connection,Interior page,TPL-07,MUL_SPR_06_Conversation-and-Connection,MUL_SPR_06_Conversation-and-Connection_SOURCE,MUL_SPR_06_Conversation-and-Connection_LINEART,MUL_SPR_06_Conversation-and-Connection_300DPI.png,MUL_SPR_06_Conversation-and-Connection.svg,MUL_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Multiracial/Spring/Interior-Pages/,Not Started,v01,Pending,
MUL-SPR-07,Multiracial,Spring,07,Comfortable Space,Interior page,TPL-04,MUL_SPR_07_Comfortable-Space,MUL_SPR_07_Comfortable-Space_SOURCE,MUL_SPR_07_Comfortable-Space_LINEART,MUL_SPR_07_Comfortable-Space_300DPI.png,MUL_SPR_07_Comfortable-Space.svg,MUL_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Multiracial/Spring/Interior-Pages/,Not Started,v01,Pending,
MUL-SPR-08,Multiracial,Spring,08,Symbols of Growth,Interior page,TPL-05,MUL_SPR_08_Symbols-of-Growth,MUL_SPR_08_Symbols-of-Growth_SOURCE,MUL_SPR_08_Symbols-of-Growth_LINEART,MUL_SPR_08_Symbols-of-Growth_300DPI.png,MUL_SPR_08_Symbols-of-Growth.svg,MUL_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Multiracial/Spring/Interior-Pages/,Not Started,v01,Pending,
MUL-SPR-09,Multiracial,Spring,09,Healing Has Many Faces,Quote page,TPL-03,MUL_SPR_09_Healing-Has-Many-Faces,MUL_SPR_09_Healing-Has-Many-Faces_SOURCE,MUL_SPR_09_Healing-Has-Many-Faces_LINEART,MUL_SPR_09_Healing-Has-Many-Faces_300DPI.png,MUL_SPR_09_Healing-Has-Many-Faces.svg,MUL_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Multiracial/Spring/Interior-Pages/,Not Started,v01,Pending,Keep border art and editable quote text in separate source layers.
MUL-SPR-10,Multiracial,Spring,10,Rainy Day Reflection,Interior page,TPL-01,MUL_SPR_10_Rainy-Day-Reflection,MUL_SPR_10_Rainy-Day-Reflection_SOURCE,MUL_SPR_10_Rainy-Day-Reflection_LINEART,MUL_SPR_10_Rainy-Day-Reflection_300DPI.png,MUL_SPR_10_Rainy-Day-Reflection.svg,MUL_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Multiracial/Spring/Interior-Pages/,Not Started,v01,Pending,
MUL-SPR-11,Multiracial,Spring,11,Encouragement Together,Interior page,TPL-02,MUL_SPR_11_Encouragement-Together,MUL_SPR_11_Encouragement-Together_SOURCE,MUL_SPR_11_Encouragement-Together_LINEART,MUL_SPR_11_Encouragement-Together_300DPI.png,MUL_SPR_11_Encouragement-Together.svg,MUL_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Multiracial/Spring/Interior-Pages/,Not Started,v01,Pending,
MUL-SPR-12,Multiracial,Spring,12,Light-Filled Reading Nook,Interior page,TPL-04,MUL_SPR_12_Light-Filled-Reading-Nook,MUL_SPR_12_Light-Filled-Reading-Nook_SOURCE,MUL_SPR_12_Light-Filled-Reading-Nook_LINEART,MUL_SPR_12_Light-Filled-Reading-Nook_300DPI.png,MUL_SPR_12_Light-Filled-Reading-Nook.svg,MUL_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Multiracial/Spring/Interior-Pages/,Not Started,v01,Pending,
MUL-SPR-13,Multiracial,Spring,13,"Flowers, Hearts, and Hope",Interior page,TPL-05,MUL_SPR_13_Flowers-Hearts-and-Hope,MUL_SPR_13_Flowers-Hearts-and-Hope_SOURCE,MUL_SPR_13_Flowers-Hearts-and-Hope_LINEART,MUL_SPR_13_Flowers-Hearts-and-Hope_300DPI.png,MUL_SPR_13_Flowers-Hearts-and-Hope.svg,MUL_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Multiracial/Spring/Interior-Pages/,Not Started,v01,Pending,
MUL-SPR-14,Multiracial,Spring,14,I Am Safe to Grow,Quote page,TPL-03,MUL_SPR_14_I-Am-Safe-to-Grow,MUL_SPR_14_I-Am-Safe-to-Grow_SOURCE,MUL_SPR_14_I-Am-Safe-to-Grow_LINEART,MUL_SPR_14_I-Am-Safe-to-Grow_300DPI.png,MUL_SPR_14_I-Am-Safe-to-Grow.svg,MUL_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Multiracial/Spring/Interior-Pages/,Not Started,v01,Pending,Keep border art and editable quote text in separate source layers.
MUL-SPR-15,Multiracial,Spring,15,Fresh Start at the Window,Interior page,TPL-08,MUL_SPR_15_Fresh-Start-at-the-Window,MUL_SPR_15_Fresh-Start-at-the-Window_SOURCE,MUL_SPR_15_Fresh-Start-at-the-Window_LINEART,MUL_SPR_15_Fresh-Start-at-the-Window_300DPI.png,MUL_SPR_15_Fresh-Start-at-the-Window.svg,MUL_SPR_Flagship-Recovery-Coloring-Book_INTERIOR.pdf,,,/Multiracial/Spring/Interior-Pages/,Not Started,v01,Pending,
